session_id,query_id,turn_index,parsed_gold_groups,shortterm_hit,midterm_rank,longterm_hit,final_hit
S002,S002-Q044,43,[['S002-Q039']],[False],[11],[True],[True]
S002,S002-Q045,44,[['S002-Q044']],[True],[None],[False],[True]
S002,S002-Q046,45,[['S002-Q041']],[False],[4],[False],[True]
S002,S002-Q047,46,[['S002-Q046']],[True],[None],[False],[True]
S002,S002-Q048,47,[['S002-Q043']],[False],[1],[True],[True]
S002,S002-Q049,48,"[['S002-Q043'], ['S002-Q048']]","[False, True]","[5, None]","[False, False]","[True, True]"
S002,S002-Q050,49,[['S002-Q045']],[False],[2],[True],[True]
S002,S002-Q051,50,"[['S002-Q036'], ['S002-Q050']]","[False, True]","[19, None]","[False, False]","[False, True]"
S002,S002-Q052,51,[['S002-Q047']],[False],[1],[True],[True]
S002,S002-Q053,52,[['S002-Q052']],[True],[None],[False],[True]
S002,S002-Q054,53,[['S002-Q049']],[False],[11],[False],[False]
S002,S002-Q055,54,[['S002-Q054']],[True],[None],[False],[True]
S002,S002-Q056,55,[['S002-Q051']],[False],[26],[False],[False]
S002,S002-Q057,56,"[['S002-Q048'], ['S002-Q056']]","[False, True]","[17, None]","[False, False]","[False, True]"
S002,S002-Q058,57,[['S002-Q053']],[False],[12],[False],[False]
S002,S002-Q059,58,[['S002-Q058']],[True],[None],[False],[True]
S002,S002-Q060,59,[['S002-Q055']],[False],[24],[False],[False]
S002,S002-Q061,60,[['S002-Q060']],[True],[None],[False],[True]
S002,S002-Q062,61,[['S002-Q057']],[False],[2],[False],[True]
S002,S002-Q063,62,[['S002-Q062']],[True],[None],[False],[True]
S002,S002-Q064,63,[['S002-Q059']],[False],[11],[True],[True]
S002,S002-Q065,64,[['S002-Q064']],[True],[None],[False],[True]
S002,S002-Q066,65,[['S002-Q061']],[False],[20],[False],[False]
S002,S002-Q067,66,[['S002-Q066']],[True],[None],[False],[True]
S002,S002-Q068,67,[['S002-Q063']],[False],[17],[False],[False]
S002,S002-Q069,68,[['S002-Q068']],[True],[None],[False],[True]
S002,S002-Q070,69,[['S002-Q065']],[False],[1],[False],[True]
S002,S002-Q071,70,[['S002-Q070']],[True],[None],[False],[True]
S002,S002-Q072,71,[['S002-Q067']],[False],[3],[False],[True]
S002,S002-Q073,72,[['S002-Q072']],[True],[None],[False],[True]
S003,S003-Q001,0,[],[],[],[],[]
S003,S003-Q002,1,[['S003-Q001']],[True],[None],[False],[True]
S003,S003-Q003,2,[['S003-Q002']],[True],[None],[False],[True]
S003,S003-Q004,3,[['S003-Q003']],[True],[None],[False],[True]
S003,S003-Q005,4,[['S003-Q004']],[True],[None],[False],[True]
S003,S003-Q006,5,[['S003-Q001']],[False],[1],[True],[True]
S003,S003-Q007,6,[['S003-Q006']],[True],[None],[False],[True]
S003,S003-Q008,7,[['S003-Q003']],[False],[1],[True],[True]
S003,S003-Q009,8,[['S003-Q008']],[True],[None],[False],[True]
S003,S003-Q010,9,[['S003-Q005']],[False],[1],[True],[True]
S003,S003-Q011,10,[['S003-Q010']],[True],[None],[False],[True]
S003,S003-Q012,11,[['S003-Q007']],[False],[2],[True],[True]
S003,S003-Q013,12,[['S003-Q012']],[True],[None],[False],[True]
S003,S003-Q014,13,[['S003-Q009']],[False],[2],[True],[True]
S003,S003-Q015,14,[['S003-Q014']],[True],[None],[False],[True]
S003,S003-Q016,15,[['S003-Q011']],[False],[4],[False],[True]
S003,S003-Q017,16,[['S003-Q016']],[True],[None],[False],[True]
S003,S003-Q018,17,[['S003-Q013']],[False],[1],[True],[True]
S003,S003-Q019,18,"[['S003-Q013'], ['S003-Q018']]","[False, True]","[1, None]","[True, False]","[True, True]"
S003,S003-Q020,19,[['S003-Q015']],[False],[4],[False],[True]
S003,S003-Q021,20,[['S003-Q020']],[True],[None],[False],[True]
S003,S003-Q022,21,[['S003-Q017']],[False],[1],[True],[True]
S003,S003-Q023,22,[['S003-Q022']],[True],[None],[False],[True]
S003,S003-Q024,23,[['S003-Q019']],[False],[4],[False],[True]
S003,S003-Q025,24,[['S003-Q024']],[True],[None],[False],[True]
S003,S003-Q026,25,[['S003-Q021']],[False],[5],[False],[True]
S003,S003-Q027,26,[['S003-Q026']],[True],[None],[False],[True]
S003,S003-Q028,27,[['S003-Q023']],[False],[5],[False],[True]
S003,S003-Q029,28,[['S003-Q028']],[True],[None],[False],[True]
S003,S003-Q030,29,[['S003-Q025']],[False],[22],[False],[False]
S003,S003-Q031,30,"[['S003-Q020'], ['S003-Q030']]","[False, True]","[10, None]","[True, False]","[True, True]"
S003,S003-Q032,31,[['S003-Q027']],[False],[4],[True],[True]
S003,S003-Q033,32,[['S003-Q032']],[True],[None],[False],[True]
S003,S003-Q034,33,[['S003-Q029']],[False],[7],[False],[False]
S003,S003-Q035,34,"[['S003-Q032'], ['S003-Q034']]","[True, True]","[None, None]","[False, False]","[True, True]"
S003,S003-Q036,35,[['S003-Q031']],[False],[22],[False],[False]
S003,S003-Q037,36,[['S003-Q036']],[True],[None],[False],[True]
S003,S003-Q038,37,[['S003-Q033']],[False],[6],[True],[True]
S003,S003-Q039,38,[['S003-Q038']],[True],[None],[False],[True]
S003,S003-Q040,39,[['S003-Q035']],[False],[27],[True],[True]
S003,S003-Q041,40,[['S003-Q040']],[True],[None],[False],[True]
S003,S003-Q042,41,[['S003-Q037']],[False],[1],[False],[True]
S003,S003-Q043,42,[['S003-Q042']],[True],[None],[False],[True]
S003,S003-Q044,43,[['S003-Q039']],[False],[1],[False],[True]
S003,S003-Q045,44,[['S003-Q044']],[True],[None],[False],[True]
S003,S003-Q046,45,[['S003-Q041']],[False],[40],[False],[False]
S003,S003-Q047,46,[['S003-Q046']],[True],[None],[False],[True]
S003,S003-Q048,47,[['S003-Q043']],[False],[11],[False],[False]
S003,S003-Q049,48,[['S003-Q048']],[True],[None],[False],[True]
S003,S003-Q050,49,[['S003-Q045']],[False],[7],[False],[False]
S003,S003-Q051,50,[['S003-Q050']],[True],[None],[False],[True]
S003,S003-Q052,51,[['S003-Q047']],[False],[2],[False],[True]
S003,S003-Q053,52,[['S003-Q052']],[True],[None],[False],[True]
S003,S003-Q054,53,[['S003-Q049']],[False],[26],[False],[False]
S003,S003-Q055,54,[['S003-Q054']],[True],[None],[False],[True]
S003,S003-Q056,55,[['S003-Q051']],[False],[22],[False],[False]
S003,S003-Q057,56,[['S003-Q056']],[True],[None],[False],[True]
S003,S003-Q058,57,[['S003-Q053']],[False],[34],[False],[False]
S003,S003-Q059,58,[['S003-Q058']],[True],[None],[False],[True]
S003,S003-Q060,59,[['S003-Q055']],[False],[9],[False],[False]
S003,S003-Q061,60,"[['S003-Q059'], ['S003-Q060']]","[True, True]","[None, None]","[False, False]","[True, True]"
S003,S003-Q062,61,[['S003-Q057']],[False],[26],[False],[False]
S003,S003-Q063,62,[['S003-Q062']],[True],[None],[False],[True]
S003,S003-Q064,63,[['S003-Q059']],[False],[30],[False],[False]
S003,S003-Q065,64,[['S003-Q064']],[True],[None],[False],[True]
S003,S003-Q066,65,[['S003-Q061']],[False],[18],[False],[False]
S003,S003-Q067,66,"[['S003-Q065'], ['S003-Q066']]","[True, True]","[None, None]","[False, False]","[True, True]"
S003,S003-Q068,67,[['S003-Q063']],[False],[7],[False],[False]
S003,S003-Q069,68,[['S003-Q068']],[True],[None],[False],[True]
S003,S003-Q070,69,[['S003-Q065']],[False],[17],[False],[False]
S003,S003-Q071,70,[['S003-Q070']],[True],[None],[False],[True]
S003,S003-Q072,71,[['S003-Q067']],[False],[8],[False],[False]
S003,S003-Q073,72,[['S003-Q072']],[True],[None],[False],[True]
S003,S003-Q074,73,[['S003-Q069']],[False],[1],[False],[True]
S003,S003-Q075,74,[['S003-Q074']],[True],[None],[False],[True]
S003,S003-Q076,75,[['S003-Q071']],[False],[61],[False],[False]
S003,S003-Q077,76,[['S003-Q076']],[True],[None],[False],[True]
S003,S003-Q078,77,[['S003-Q073']],[False],[27],[False],[False]
S003,S003-Q079,78,[['S003-Q078']],[True],[None],[False],[True]
S003,S003-Q080,79,[['S003-Q075']],[False],[57],[False],[False]
S003,S003-Q081,80,[['S003-Q080']],[True],[None],[False],[True]
S003,S003-Q082,81,[['S003-Q077']],[False],[17],[False],[False]
S003,S003-Q083,82,[['S003-Q082']],[True],[None],[False],[True]
S003,S003-Q084,83,[['S003-Q079']],[False],[47],[False],[False]
S003,S003-Q085,84,[['S003-Q084']],[True],[None],[False],[True]
S003,S003-Q086,85,[['S003-Q081']],[False],[5],[False],[True]
S003,S003-Q087,86,[['S003-Q086']],[True],[None],[False],[True]
S003,S003-Q088,87,[['S003-Q083']],[False],[60],[False],[False]
S003,S003-Q089,88,[['S003-Q088']],[True],[None],[False],[True]
S003,S003-Q090,89,[['S003-Q085']],[False],[59],[True],[True]
S003,S003-Q091,90,[['S003-Q090']],[True],[None],[False],[True]
S003,S003-Q092,91,[['S003-Q087']],[False],[32],[False],[False]
S003,S003-Q093,92,[['S003-Q092']],[True],[None],[False],[True]
S004,S004-Q001,0,[],[],[],[],[]
S004,S004-Q002,1,[['S004-Q001']],[True],[None],[False],[True]
S004,S004-Q003,2,[['S004-Q002']],[True],[None],[False],[True]
S004,S004-Q004,3,[['S004-Q003']],[True],[None],[False],[True]
S004,S004-Q005,4,[['S004-Q004']],[True],[None],[False],[True]
S004,S004-Q006,5,[['S004-Q001']],[False],[1],[True],[True]
S004,S004-Q007,6,[['S004-Q006']],[True],[None],[False],[True]
S004,S004-Q008,7,[['S004-Q003']],[False],[1],[True],[True]
S004,S004-Q009,8,[['S004-Q008']],[True],[None],[False],[True]
S004,S004-Q010,9,[['S004-Q005']],[False],[1],[True],[True]
S004,S004-Q011,10,[['S004-Q010']],[True],[None],[False],[True]
S004,S004-Q012,11,[['S004-Q007']],[False],[1],[True],[True]
S004,S004-Q013,12,[['S004-Q012']],[True],[None],[False],[True]
S004,S004-Q014,13,[['S004-Q009']],[False],[4],[True],[True]
S004,S004-Q015,14,[['S004-Q014']],[True],[None],[False],[True]
S004,S004-Q016,15,[['S004-Q011']],[False],[3],[True],[True]
S004,S004-Q017,16,[['S004-Q016']],[True],[None],[False],[True]
S004,S004-Q018,17,[['S004-Q013']],[False],[2],[True],[True]
S004,S004-Q019,18,[['S004-Q018']],[True],[None],[False],[True]
S004,S004-Q020,19,[['S004-Q015']],[False],[9],[True],[True]
S004,S004-Q021,20,[['S004-Q020']],[True],[None],[False],[True]
S004,S004-Q022,21,[['S004-Q017']],[False],[5],[False],[True]
S004,S004-Q023,22,[['S004-Q022']],[True],[None],[False],[True]
S004,S004-Q024,23,[['S004-Q019']],[False],[3],[True],[True]
S004,S004-Q025,24,[['S004-Q024']],[True],[None],[False],[True]
S004,S004-Q026,25,[['S004-Q021']],[False],[3],[False],[True]
S004,S004-Q027,26,[['S004-Q026']],[True],[None],[False],[True]
S004,S004-Q028,27,[['S004-Q023']],[False],[1],[True],[True]
S004,S004-Q029,28,"[['S004-Q023'], ['S004-Q028']]","[False, True]","[1, None]","[True, False]","[True, True]"
S004,S004-Q030,29,[['S004-Q025']],[False],[5],[False],[True]
S004,S004-Q031,30,"[['S004-Q020'], ['S004-Q030']]","[False, True]","[4, None]","[True, False]","[True, True]"
S004,S004-Q032,31,[['S004-Q027']],[False],[1],[True],[True]
S004,S004-Q033,32,[['S004-Q032']],[True],[None],[False],[True]
S004,S004-Q034,33,[['S004-Q029']],[False],[9],[True],[True]
S004,S004-Q035,34,"[['S004-Q032'], ['S004-Q034']]","[True, True]","[None, None]","[False, False]","[True, True]"
S004,S004-Q036,35,[['S004-Q031']],[False],[16],[False],[False]
S004,S004-Q037,36,[['S004-Q036']],[True],[None],[False],[True]
S004,S004-Q038,37,[['S004-Q033']],[False],[1],[False],[True]
S004,S004-Q039,38,[['S004-Q038']],[True],[None],[False],[True]
S004,S004-Q040,39,[['S004-Q035']],[False],[24],[True],[True]
S004,S004-Q041,40,[['S004-Q040']],[True],[None],[False],[True]
S004,S004-Q042,41,[['S004-Q037']],[False],[1],[True],[True]
S004,S004-Q043,42,[['S004-Q042']],[True],[None],[False],[True]
S004,S004-Q044,43,[['S004-Q039']],[False],[10],[True],[True]
S004,S004-Q045,44,[['S004-Q044']],[True],[None],[False],[True]
S004,S004-Q046,45,[['S004-Q041']],[False],[37],[False],[False]
S004,S004-Q047,46,[['S004-Q046']],[True],[None],[False],[True]
S004,S004-Q048,47,[['S004-Q043']],[False],[3],[True],[True]
S004,S004-Q049,48,[['S004-Q048']],[True],[None],[False],[True]
S004,S004-Q050,49,[['S004-Q045']],[False],[35],[False],[False]
S004,S004-Q051,50,[['S004-Q050']],[True],[None],[False],[True]
S004,S004-Q052,51,[['S004-Q047']],[False],[26],[True],[True]
S004,S004-Q053,52,[['S004-Q052']],[True],[None],[False],[True]
S004,S004-Q054,53,[['S004-Q049']],[False],[19],[False],[False]
S004,S004-Q055,54,[['S004-Q054']],[True],[None],[False],[True]
S004,S004-Q056,55,[['S004-Q051']],[False],[39],[False],[False]
S004,S004-Q057,56,[['S004-Q056']],[True],[None],[False],[True]
S004,S004-Q058,57,[['S004-Q053']],[False],[30],[False],[False]
S004,S004-Q059,58,[['S004-Q058']],[True],[None],[False],[True]
S004,S004-Q060,59,[['S004-Q055']],[False],[1],[True],[True]
S004,S004-Q061,60,"[['S004-Q053'], ['S004-Q060']]","[False, True]","[46, None]","[False, False]","[False, True]"
S004,S004-Q062,61,[['S004-Q057']],[False],[4],[True],[True]
S004,S004-Q063,62,[['S004-Q062']],[True],[None],[False],[True]
S004,S004-Q064,63,[['S004-Q059']],[False],[19],[False],[False]
S004,S004-Q065,64,[['S004-Q064']],[True],[None],[False],[True]
S004,S004-Q066,65,[['S004-Q061']],[False],[17],[False],[False]
S004,S004-Q067,66,"[['S004-Q057'], ['S004-Q066']]","[False, True]","[31, None]","[False, False]","[False, True]"
S004,S004-Q068,67,[['S004-Q063']],[False],[8],[False],[False]
S004,S004-Q069,68,[['S004-Q068']],[True],[None],[False],[True]
S004,S004-Q070,69,[['S004-Q065']],[False],[15],[False],[False]
S004,S004-Q071,70,[['S004-Q070']],[True],[None],[False],[True]
S004,S004-Q072,71,[['S004-Q067']],[False],[4],[True],[True]
S004,S004-Q073,72,[['S004-Q072']],[True],[None],[False],[True]
S004,S004-Q074,73,[['S004-Q069']],[False],[49],[True],[True]
S005,S005-Q001,0,[],[],[],[],[]
S005,S005-Q002,1,[['S005-Q001']],[True],[None],[False],[True]
S005,S005-Q003,2,[['S005-Q002']],[True],[None],[False],[True]
S005,S005-Q004,3,[['S005-Q003']],[True],[None],[False],[True]
S005,S005-Q005,4,[['S005-Q004']],[True],[None],[False],[True]
S005,S005-Q006,5,[['S005-Q001']],[False],[1],[True],[True]
S005,S005-Q007,6,[['S005-Q006']],[True],[None],[False],[True]
S005,S005-Q008,7,[['S005-Q003']],[False],[2],[True],[True]
S005,S005-Q009,8,[['S005-Q008']],[True],[None],[False],[True]
S005,S005-Q010,9,[['S005-Q005']],[False],[1],[True],[True]
S005,S005-Q011,10,[['S005-Q010']],[True],[None],[False],[True]
S005,S005-Q012,11,[['S005-Q007']],[False],[1],[True],[True]
S005,S005-Q013,12,[['S005-Q012']],[True],[None],[False],[True]
S005,S005-Q014,13,[['S005-Q009']],[False],[5],[False],[True]
S005,S005-Q015,14,[['S005-Q014']],[True],[None],[False],[True]
S005,S005-Q016,15,[['S005-Q011']],[False],[7],[False],[False]
S005,S005-Q017,16,[['S005-Q016']],[True],[None],[False],[True]
S005,S005-Q018,17,[['S005-Q013']],[False],[4],[True],[True]
S005,S005-Q019,18,[['S005-Q018']],[True],[None],[False],[True]
S005,S005-Q020,19,[['S005-Q015']],[False],[1],[False],[True]
S005,S005-Q021,20,"[['S005-Q010'], ['S005-Q020']]","[False, True]","[8, None]","[True, False]","[True, True]"
S005,S005-Q022,21,[['S005-Q017']],[False],[1],[True],[True]
S005,S005-Q023,22,[['S005-Q022']],[True],[None],[False],[True]
S005,S005-Q024,23,[['S005-Q019']],[False],[12],[False],[False]
S005,S005-Q025,24,"[['S005-Q022'], ['S005-Q024']]","[True, True]","[None, None]","[False, False]","[True, True]"
S005,S005-Q026,25,[['S005-Q021']],[False],[11],[False],[False]
S005,S005-Q027,26,[['S005-Q026']],[True],[None],[False],[True]
S005,S005-Q028,27,[['S005-Q023']],[False],[3],[False],[True]
S005,S005-Q029,28,[['S005-Q028']],[True],[None],[False],[True]
S005,S005-Q030,29,[['S005-Q025']],[False],[18],[True],[True]
S005,S005-Q031,30,[['S005-Q030']],[True],[None],[False],[True]
S005,S005-Q032,31,[['S005-Q027']],[False],[3],[False],[True]
S005,S005-Q033,32,[['S005-Q032']],[True],[None],[False],[True]
S005,S005-Q034,33,[['S005-Q029']],[False],[8],[False],[False]
S005,S005-Q035,34,[['S005-Q034']],[True],[None],[False],[True]
S005,S005-Q036,35,[['S005-Q031']],[False],[3],[False],[True]
S005,S005-Q037,36,[['S005-Q036']],[True],[None],[False],[True]
S005,S005-Q038,37,[['S005-Q033']],[False],[3],[True],[True]
S005,S005-Q039,38,[['S005-Q038']],[True],[None],[False],[True]
S005,S005-Q040,39,[['S005-Q035']],[False],[30],[False],[False]
S005,S005-Q041,40,[['S005-Q040']],[True],[None],[False],[True]
S005,S005-Q042,41,[['S005-Q037']],[False],[1],[False],[True]
S005,S005-Q043,42,[['S005-Q042']],[True],[None],[False],[True]
S005,S005-Q044,43,[['S005-Q039']],[False],[10],[False],[False]
S005,S005-Q045,44,[['S005-Q044']],[True],[None],[False],[True]
S005,S005-Q046,45,[['S005-Q041']],[False],[25],[False],[False]
S005,S005-Q047,46,[['S005-Q046']],[True],[None],[False],[True]
S005,S005-Q048,47,[['S005-Q043']],[False],[1],[False],[True]
S005,S005-Q049,48,"[['S005-Q043'], ['S005-Q048']]","[False, True]","[3, None]","[False, False]","[True, True]"
S005,S005-Q050,49,[['S005-Q045']],[False],[31],[False],[False]
S005,S005-Q051,50,"[['S005-Q042'], ['S005-Q050']]","[False, True]","[28, None]","[False, False]","[False, True]"
S005,S005-Q052,51,[['S005-Q047']],[False],[1],[True],[True]
S005,S005-Q053,52,[['S005-Q052']],[True],[None],[False],[True]
S005,S005-Q054,53,[['S005-Q049']],[False],[25],[False],[False]
S005,S005-Q055,54,[['S005-Q054']],[True],[None],[False],[True]
S005,S005-Q056,55,[['S005-Q051']],[False],[3],[False],[True]
S005,S005-Q057,56,"[['S005-Q048'], ['S005-Q056']]","[False, True]","[9, None]","[True, False]","[True, True]"
S005,S005-Q058,57,[['S005-Q053']],[False],[5],[False],[True]
S006,S006-Q001,0,[],[],[],[],[]
S006,S006-Q002,1,[['S006-Q001']],[True],[None],[False],[True]
S006,S006-Q003,2,[['S006-Q002']],[True],[None],[False],[True]
S006,S006-Q004,3,[['S006-Q003']],[True],[None],[False],[True]
S006,S006-Q005,4,[['S006-Q004']],[True],[None],[False],[True]
S006,S006-Q006,5,[['S006-Q001']],[False],[1],[True],[True]
S006,S006-Q007,6,[['S006-Q006']],[True],[None],[False],[True]
S006,S006-Q008,7,[['S006-Q003']],[False],[2],[True],[True]
S006,S006-Q009,8,[['S006-Q008']],[True],[None],[False],[True]
S006,S006-Q010,9,[['S006-Q005']],[False],[1],[True],[True]
S006,S006-Q011,10,[['S006-Q010']],[True],[None],[False],[True]
S006,S006-Q012,11,[['S006-Q007']],[False],[2],[True],[True]
S006,S006-Q013,12,[['S006-Q012']],[True],[None],[False],[True]
S006,S006-Q014,13,[['S006-Q009']],[False],[2],[True],[True]
S006,S006-Q015,14,"[['S006-Q012'], ['S006-Q014']]","[True, True]","[None, None]","[False, False]","[True, True]"
S006,S006-Q016,15,[['S006-Q011']],[False],[4],[True],[True]
S006,S006-Q017,16,[['S006-Q016']],[True],[None],[False],[True]
S006,S006-Q018,17,[['S006-Q013']],[False],[1],[False],[True]
S006,S006-Q019,18,[['S006-Q018']],[True],[None],[False],[True]
S006,S006-Q020,19,[['S006-Q015']],[False],[10],[True],[True]
S006,S006-Q021,20,[['S006-Q020']],[True],[None],[False],[True]
S006,S006-Q022,21,[['S006-Q017']],[False],[8],[True],[True]
S006,S006-Q023,22,[['S006-Q022']],[True],[None],[False],[True]
S006,S006-Q024,23,[['S006-Q019']],[False],[8],[False],[False]
S006,S006-Q025,24,[['S006-Q024']],[True],[None],[False],[True]
S006,S006-Q026,25,[['S006-Q021']],[False],[3],[False],[True]
S006,S006-Q027,26,[['S006-Q026']],[True],[None],[False],[True]
S006,S006-Q028,27,[['S006-Q023']],[False],[4],[True],[True]
S006,S006-Q029,28,[['S006-Q028']],[True],[None],[False],[True]
S006,S006-Q030,29,[['S006-Q025']],[False],[17],[False],[False]
S006,S006-Q031,30,[['S006-Q030']],[True],[None],[False],[True]
S006,S006-Q032,31,[['S006-Q027']],[False],[1],[False],[True]
S006,S006-Q033,32,[['S006-Q032']],[True],[None],[False],[True]
S006,S006-Q034,33,[['S006-Q029']],[False],[8],[False],[False]
S006,S006-Q035,34,[['S006-Q034']],[True],[None],[False],[True]
